Timestamp: 2026-06-09 15:07:48 | BTC: $62750.95 | NVDA: $208.64 | Ratio: 300.76
Timestamp: 2026-06-13 08:38:31 | BTC: $63669.21 | NVDA: $205.19 | Ratio: 310.29
Timestamp: 2026-06-13 08:38:41 | BTC: $63669.21 | NVDA: $205.19 | Ratio: 310.29
Timestamp: 2026-06-13 08:38:52 | BTC: $63681.96 | NVDA: $205.19 | Ratio: 310.36
Timestamp: 2026-06-13 08:39:02 | BTC: $63681.96 | NVDA: $205.19 | Ratio: 310.36
Timestamp: 2026-06-13 08:39:13 | BTC: $63678.85 | NVDA: $205.19 | Ratio: 310.34
Timestamp: 2026-06-13 08:39:23 | BTC: $63678.85 | NVDA: $205.19 | Ratio: 310.34
Timestamp: 2026-06-13 08:39:34 | BTC: $63675.28 | NVDA: $205.19 | Ratio: 310.32
Timestamp: 2026-06-13 08:39:44 | BTC: $63675.28 | NVDA: $205.19 | Ratio: 310.32
Timestamp: 2026-06-13 08:39:55 | BTC: $63653.20 | NVDA: $205.19 | Ratio: 310.22
Timestamp: 2026-06-13 08:40:05 | BTC: $63653.20 | NVDA: $205.19 | Ratio: 310.22
Timestamp: 2026-06-13 08:40:15 | BTC: $63657.89 | NVDA: $205.19 | Ratio: 310.24
Timestamp: 2026-06-13 08:40:26 | BTC: $63657.89 | NVDA: $205.19 | Ratio: 310.24
Timestamp: 2026-06-13 08:40:36 | BTC: $63661.51 | NVDA: $205.19 | Ratio: 310.26
Timestamp: 2026-06-13 08:40:47 | BTC: $63661.51 | NVDA: $205.19 | Ratio: 310.26
Timestamp: 2026-06-13 08:40:57 | BTC: $63656.46 | NVDA: $205.19 | Ratio: 310.23
Timestamp: 2026-06-13 08:41:08 | BTC: $63656.46 | NVDA: $205.19 | Ratio: 310.23
Timestamp: 2026-06-13 08:41:18 | BTC: $63656.46 | NVDA: $205.19 | Ratio: 310.23
Timestamp: 2026-06-13 08:41:29 | BTC: $63652.06 | NVDA: $205.19 | Ratio: 310.21
Timestamp: 2026-06-13 08:41:39 | BTC: $63652.06 | NVDA: $205.19 | Ratio: 310.21
Timestamp: 2026-06-13 08:41:50 | BTC: $63652.06 | NVDA: $205.19 | Ratio: 310.21
Timestamp: 2026-06-13 08:42:00 | BTC: $63652.06 | NVDA: $205.19 | Ratio: 310.21
Timestamp: 2026-06-13 08:42:11 | BTC: $63652.63 | NVDA: $205.19 | Ratio: 310.21
Timestamp: 2026-06-13 08:42:21 | BTC: $63652.63 | NVDA: $205.19 | Ratio: 310.21
Timestamp: 2026-06-13 08:42:32 | BTC: $63652.63 | NVDA: $205.19 | Ratio: 310.21
Timestamp: 2026-06-13 08:42:42 | BTC: $63652.63 | NVDA: $205.19 | Ratio: 310.21
Timestamp: 2026-06-13 08:42:53 | BTC: $63649.59 | NVDA: $205.19 | Ratio: 310.20
Timestamp: 2026-06-13 08:43:03 | BTC: $63649.59 | NVDA: $205.19 | Ratio: 310.20
Timestamp: 2026-06-13 08:43:14 | BTC: $63636.60 | NVDA: $205.19 | Ratio: 310.14
Timestamp: 2026-06-13 08:43:24 | BTC: $63636.60 | NVDA: $205.19 | Ratio: 310.14
Timestamp: 2026-06-13 08:43:35 | BTC: $63602.98 | NVDA: $205.19 | Ratio: 309.97
Timestamp: 2026-06-13 08:43:45 | BTC: $63602.98 | NVDA: $205.19 | Ratio: 309.97
Timestamp: 2026-06-13 08:43:56 | BTC: $63591.50 | NVDA: $205.19 | Ratio: 309.92
Timestamp: 2026-06-13 08:44:03 | BTC: $63585.00 | NVDA: $205.19 | Ratio: 309.88
Timestamp: 2026-06-13 08:44:06 | BTC: $63591.50 | NVDA: $205.19 | Ratio: 309.92
Timestamp: 2026-06-13 08:44:14 | BTC: $63589.45 | NVDA: $205.19 | Ratio: 309.91
Timestamp: 2026-06-13 08:44:17 | BTC: $63595.84 | NVDA: $205.19 | Ratio: 309.94
Timestamp: 2026-06-13 08:44:24 | BTC: $63589.45 | NVDA: $205.19 | Ratio: 309.91
Timestamp: 2026-06-13 08:44:27 | BTC: $63595.84 | NVDA: $205.19 | Ratio: 309.94
Timestamp: 2026-06-13 08:44:35 | BTC: $63600.77 | NVDA: $205.19 | Ratio: 309.96
Timestamp: 2026-06-13 08:44:38 | BTC: $63589.47 | NVDA: $205.19 | Ratio: 309.91
Timestamp: 2026-06-13 08:44:45 | BTC: $63600.77 | NVDA: $205.19 | Ratio: 309.96
Timestamp: 2026-06-13 08:44:48 | BTC: $63589.47 | NVDA: $205.19 | Ratio: 309.91
Timestamp: 2026-06-13 08:44:55 | BTC: $63586.68 | NVDA: $205.19 | Ratio: 309.89
Timestamp: 2026-06-13 08:44:58 | BTC: $63591.67 | NVDA: $205.19 | Ratio: 309.92
Timestamp: 2026-06-13 08:45:06 | BTC: $63586.68 | NVDA: $205.19 | Ratio: 309.89
Timestamp: 2026-06-13 08:45:09 | BTC: $63584.34 | NVDA: $205.19 | Ratio: 309.88
Timestamp: 2026-06-13 08:45:16 | BTC: $63585.45 | NVDA: $205.19 | Ratio: 309.89
Timestamp: 2026-06-13 08:45:19 | BTC: $63584.34 | NVDA: $205.19 | Ratio: 309.88
Timestamp: 2026-06-13 08:45:27 | BTC: $63599.02 | NVDA: $205.19 | Ratio: 309.95
Timestamp: 2026-06-13 08:45:30 | BTC: $63602.25 | NVDA: $205.19 | Ratio: 309.97
Timestamp: 2026-06-13 08:45:37 | BTC: $63599.02 | NVDA: $205.19 | Ratio: 309.95
Timestamp: 2026-06-13 08:45:40 | BTC: $63602.25 | NVDA: $205.19 | Ratio: 309.97
Timestamp: 2026-06-13 08:45:48 | BTC: $63602.26 | NVDA: $205.19 | Ratio: 309.97
Timestamp: 2026-06-13 08:45:51 | BTC: $63602.26 | NVDA: $205.19 | Ratio: 309.97
Timestamp: 2026-06-13 08:45:58 | BTC: $63602.26 | NVDA: $205.19 | Ratio: 309.97
Timestamp: 2026-06-13 08:46:01 | BTC: $63602.26 | NVDA: $205.19 | Ratio: 309.97
Timestamp: 2026-06-13 08:46:09 | BTC: $63595.85 | NVDA: $205.19 | Ratio: 309.94
Timestamp: 2026-06-13 08:46:12 | BTC: $63595.86 | NVDA: $205.19 | Ratio: 309.94
Timestamp: 2026-06-13 08:46:19 | BTC: $63595.85 | NVDA: $205.19 | Ratio: 309.94
Timestamp: 2026-06-13 08:46:22 | BTC: $63595.86 | NVDA: $205.19 | Ratio: 309.94
Timestamp: 2026-06-13 08:46:29 | BTC: $63595.87 | NVDA: $205.19 | Ratio: 309.94
Timestamp: 2026-06-13 08:46:33 | BTC: $63595.87 | NVDA: $205.19 | Ratio: 309.94
Timestamp: 2026-06-13 08:46:40 | BTC: $63595.88 | NVDA: $205.19 | Ratio: 309.94
Timestamp: 2026-06-13 08:46:43 | BTC: $63595.87 | NVDA: $205.19 | Ratio: 309.94
Timestamp: 2026-06-13 08:46:50 | BTC: $63595.88 | NVDA: $205.19 | Ratio: 309.94
Timestamp: 2026-06-13 08:46:54 | BTC: $63605.13 | NVDA: $205.19 | Ratio: 309.98
Timestamp: 2026-06-13 08:47:01 | BTC: $63601.02 | NVDA: $205.19 | Ratio: 309.96
Timestamp: 2026-06-13 08:47:04 | BTC: $63605.13 | NVDA: $205.19 | Ratio: 309.98
Timestamp: 2026-06-13 08:47:11 | BTC: $63601.02 | NVDA: $205.19 | Ratio: 309.96
Timestamp: 2026-06-13 08:47:14 | BTC: $63602.25 | NVDA: $205.19 | Ratio: 309.97
Timestamp: 2026-06-13 08:47:22 | BTC: $63602.25 | NVDA: $205.19 | Ratio: 309.97
Timestamp: 2026-06-13 08:47:25 | BTC: $63602.25 | NVDA: $205.19 | Ratio: 309.97
Timestamp: 2026-06-13 08:47:32 | BTC: $63602.25 | NVDA: $205.19 | Ratio: 309.97
Timestamp: 2026-06-13 08:47:35 | BTC: $63602.25 | NVDA: $205.19 | Ratio: 309.97
Timestamp: 2026-06-13 08:47:42 | BTC: $63564.55 | NVDA: $205.19 | Ratio: 309.78
Timestamp: 2026-06-13 08:47:46 | BTC: $63564.55 | NVDA: $205.19 | Ratio: 309.78
Timestamp: 2026-06-13 08:47:53 | BTC: $63563.14 | NVDA: $205.19 | Ratio: 309.78
Timestamp: 2026-06-13 08:47:56 | BTC: $63564.55 | NVDA: $205.19 | Ratio: 309.78
Timestamp: 2026-06-13 08:48:03 | BTC: $63563.14 | NVDA: $205.19 | Ratio: 309.78
Timestamp: 2026-06-13 08:48:07 | BTC: $63560.92 | NVDA: $205.19 | Ratio: 309.77
Timestamp: 2026-06-13 08:48:14 | BTC: $63560.93 | NVDA: $205.19 | Ratio: 309.77
Timestamp: 2026-06-13 08:48:17 | BTC: $63560.92 | NVDA: $205.19 | Ratio: 309.77
Timestamp: 2026-06-13 08:48:24 | BTC: $63560.93 | NVDA: $205.19 | Ratio: 309.77
Timestamp: 2026-06-13 08:48:27 | BTC: $63555.49 | NVDA: $205.19 | Ratio: 309.74
Timestamp: 2026-06-13 08:48:34 | BTC: $63555.50 | NVDA: $205.19 | Ratio: 309.74
Timestamp: 2026-06-13 08:48:38 | BTC: $63555.49 | NVDA: $205.19 | Ratio: 309.74
Timestamp: 2026-06-13 08:48:45 | BTC: $63555.50 | NVDA: $205.19 | Ratio: 309.74
Timestamp: 2026-06-13 08:48:48 | BTC: $63557.55 | NVDA: $205.19 | Ratio: 309.75
Timestamp: 2026-06-13 08:48:55 | BTC: $63543.36 | NVDA: $205.19 | Ratio: 309.68
Timestamp: 2026-06-13 08:48:59 | BTC: $63543.37 | NVDA: $205.19 | Ratio: 309.68
Timestamp: 2026-06-13 08:49:06 | BTC: $63536.81 | NVDA: $205.19 | Ratio: 309.65
Timestamp: 2026-06-13 08:49:09 | BTC: $63543.37 | NVDA: $205.19 | Ratio: 309.68
Timestamp: 2026-06-13 08:49:16 | BTC: $63536.81 | NVDA: $205.19 | Ratio: 309.65
Timestamp: 2026-06-13 08:49:20 | BTC: $63544.11 | NVDA: $205.19 | Ratio: 309.68
Timestamp: 2026-06-13 08:49:27 | BTC: $63536.80 | NVDA: $205.19 | Ratio: 309.65
Timestamp: 2026-06-13 08:49:30 | BTC: $63544.11 | NVDA: $205.19 | Ratio: 309.68
Timestamp: 2026-06-13 08:49:37 | BTC: $63536.80 | NVDA: $205.19 | Ratio: 309.65
Timestamp: 2026-06-13 08:49:40 | BTC: $63535.63 | NVDA: $205.19 | Ratio: 309.64
Timestamp: 2026-06-13 08:49:47 | BTC: $63538.41 | NVDA: $205.19 | Ratio: 309.66
Timestamp: 2026-06-13 08:49:51 | BTC: $63535.63 | NVDA: $205.19 | Ratio: 309.64
Timestamp: 2026-06-13 08:49:58 | BTC: $63541.60 | NVDA: $205.19 | Ratio: 309.67
Timestamp: 2026-06-13 08:50:01 | BTC: $63541.60 | NVDA: $205.19 | Ratio: 309.67
Timestamp: 2026-06-13 08:50:12 | BTC: $63540.85 | NVDA: $205.19 | Ratio: 309.67
Timestamp: 2026-06-13 08:50:22 | BTC: $63540.85 | NVDA: $205.19 | Ratio: 309.67
Timestamp: 2026-06-13 08:50:33 | BTC: $63525.66 | NVDA: $205.19 | Ratio: 309.59
Timestamp: 2026-06-13 08:50:44 | BTC: $63533.47 | NVDA: $205.19 | Ratio: 309.63
Timestamp: 2026-06-13 08:50:54 | BTC: $63533.47 | NVDA: $205.19 | Ratio: 309.63
Timestamp: 2026-06-13 08:51:04 | BTC: $63532.58 | NVDA: $205.19 | Ratio: 309.63
Timestamp: 2026-06-13 08:51:15 | BTC: $63525.66 | NVDA: $205.19 | Ratio: 309.59
Timestamp: 2026-06-13 08:51:25 | BTC: $63525.66 | NVDA: $205.19 | Ratio: 309.59
Timestamp: 2026-06-13 08:51:36 | BTC: $63525.98 | NVDA: $205.19 | Ratio: 309.60
Timestamp: 2026-06-13 08:51:46 | BTC: $63525.98 | NVDA: $205.19 | Ratio: 309.60
Timestamp: 2026-06-13 08:51:57 | BTC: $63533.61 | NVDA: $205.19 | Ratio: 309.63
Timestamp: 2026-06-13 08:52:07 | BTC: $63533.61 | NVDA: $205.19 | Ratio: 309.63
Timestamp: 2026-06-13 08:52:17 | BTC: $63537.65 | NVDA: $205.19 | Ratio: 309.65
Timestamp: 2026-06-13 08:52:28 | BTC: $63537.65 | NVDA: $205.19 | Ratio: 309.65
Timestamp: 2026-06-13 09:03:40 | BTC: $63644.65 | NVDA: $205.19 | Ratio: 310.17
Timestamp: 2026-06-13 09:03:51 | BTC: $63641.71 | NVDA: $205.19 | Ratio: 310.16
Timestamp: 2026-06-13 09:04:02 | BTC: $63651.27 | NVDA: $205.19 | Ratio: 310.21
Timestamp: 2026-06-13 09:04:13 | BTC: $63656.44 | NVDA: $205.19 | Ratio: 310.23
Timestamp: 2026-06-13 09:04:25 | BTC: $63643.70 | NVDA: $205.19 | Ratio: 310.17
Timestamp: 2026-06-13 09:04:36 | BTC: $63643.70 | NVDA: $205.19 | Ratio: 310.17
Timestamp: 2026-06-13 09:04:48 | BTC: $63654.20 | NVDA: $205.19 | Ratio: 310.22
Timestamp: 2026-06-13 09:04:59 | BTC: $63657.29 | NVDA: $205.19 | Ratio: 310.24
Timestamp: 2026-06-13 09:05:10 | BTC: $63664.73 | NVDA: $205.19 | Ratio: 310.27
Timestamp: 2026-06-13 09:05:22 | BTC: $63671.63 | NVDA: $205.19 | Ratio: 310.31
Timestamp: 2026-06-13 10:28:59 | BTC: $63508.78 | NVDA: $205.19 | Ratio: 309.51
Timestamp: 2026-06-13 10:29:10 | BTC: $63504.00 | NVDA: $205.19 | Ratio: 309.49
Timestamp: 2026-06-13 10:29:21 | BTC: $63503.33 | NVDA: $205.19 | Ratio: 309.49
Timestamp: 2026-06-17 09:49:37 | BTC: $65770.00 | NVDA: $207.41 | Ratio: 317.10
Timestamp: 2026-06-17 09:49:47 | BTC: $65752.62 | NVDA: $207.41 | Ratio: 317.02
Timestamp: 2026-06-17 09:50:14 | BTC: $65747.86 | NVDA: $207.41 | Ratio: 316.99
